反应物	反应类型数	反应类型列表
[c:1]1([Cl:21])[cH:2][c:3]([S:4][c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[cH:11][cH:12][n:13]1	1	[1]
[C:1]([O:2][CH2:3][CH:4]([CH3:5])[CH3:6])(=[O:7])[Cl:40]	1	[2]
[CH3:8][O:9][C:10]([c:11]1[cH:12][cH:13][c:14]([NH:15][C:16](=[O:17])[c:18]2[c:19]([CH3:20])[n:21][n:22]([CH3:23])[c:24]2[CH3:25])[cH:26][c:27]1[CH2:28][CH:29]([CH3:30])[CH3:31])([C:32]([F:33])([F:34])[F:35])[C:36]([F:37])([F:38])[F:39]	1	[2]
[CH3:8][CH2:9][O:10][C:11](=[O:12])[CH2:13][C:14](=[O:15])[O:16][CH2:17][CH3:18]	1	[3]
[C:1]([C@H:2]([CH2:3][C:4]([CH2:5][CH2:6][CH3:7])([F:8])[F:9])[NH:10][C:11](=[O:12])[N:13]1[CH2:14][CH2:15][O:16][CH2:17][CH2:18]1)(=[O:19])[OH:34]	1	[2]
[CH3:20][CH2:21][CH:22]([NH2:23])[C@H:24]([OH:25])[c:26]1[n:27][c:28]([CH:29]2[CH2:30][CH2:31]2)[n:32][o:33]1	1	[2]
[CH3:4][CH2:5][CH2:6][CH2:7][S:8][c:9]1[cH:10][cH:11][c:12]([NH:13][C:14](=[S:15])[NH:16][C:17](=[O:18])[O:19][CH3:20])[c:21]([NH2:22])[cH:23]1	1	[2]
[CH2:1]([CH2:2][CH2:3][N:4]1[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]1)[Cl:30]	1	[1]
[CH3:10][c:11]1[cH:12][n:13][c:14]([Cl:15])[c:16]2[c:17]1[nH:18][c:19]1[cH:20][cH:21][c:22]3[cH:23][c:24]([OH:25])[cH:26][cH:27][c:28]3[c:29]21	1	[1]
[CH3:11][C:12]([CH3:13])([CH3:14])[O:15][C:16](=[O:17])[N:18]1[CH2:19][CH2:20][CH2:21][CH:22]([NH2:23])[CH2:24][CH2:25]1	1	[2]
[CH2:1]([C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][s:8]1)[Br:24]	1	[1]
[O:9]=[C:10]([c:11]1[cH:12][cH:13][c:14]([Cl:15])[cH:16][cH:17]1)[CH:18]1[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]1	1	[1]
[O:1]([C:2]([c:3]1[c:4]([CH2:5][S:6]([c:7]2[c:8](/[CH:9]=[CH:10]\[CH2:11][N:12]([CH2:13][CH3:14])[CH2:15][CH3:16])[cH:17][c:18]([F:19])[cH:20][cH:21]2)(=[O:22])=[O:23])[cH:24][cH:25][c:26]2[c:27]1[O:28][CH2:29][C@@H:30]1[CH2:31][C@H:32]21)=[O:33])[CH3:34]	1	[6]
[CH3:13][O:14][c:15]1[cH:16][c:17]([CH2:18][C@H:19]([NH2:20])[C:21](=[O:22])[OH:23])[cH:24][c:25]([O:26][CH3:27])[c:28]1[O:29][CH3:30]	1	[1]
[c:1]1([Br:31])[cH:2][cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12]1	1	[1]
[CH2:1]=[CH:2][CH2:3][c:4]1[cH:5][cH:6][c:7](-[c:8]2[cH:9][c:10]([NH:11][C:12](=[O:13])[CH:14]3[CH2:15][c:16]4[cH:17][cH:18][cH:19][cH:20][c:21]4[CH2:22]3)[n:23][nH:24]2)[cH:25][cH:26]1	1	[7]
[C:40]([CH3:41])(=[O:42])[N:46]([O:45][CH3:44])[CH3:47]	1	[3]
[c:1]1([Br:43])[cH:2][c:3]2[cH:4][cH:5][c:6]([C:7]([CH:8]([CH3:9])[CH3:10])([OH:11])[c:12]3[cH:13][n:14]([C:15]([c:16]4[cH:17][cH:18][cH:19][cH:20][cH:21]4)([c:22]4[cH:23][cH:24][cH:25][cH:26][cH:27]4)[c:28]4[cH:29][cH:30][cH:31][cH:32][cH:33]4)[cH:34][n:35]3)[cH:36][c:37]2[cH:38][cH:39]1	1	[3]
[N+:1]([c:2]1[cH:3][cH:4][c:5]([Cl:6])[c:7]2[cH:8][n:9][cH:10][cH:11][c:12]12)(=[O:13])[O-:14]	1	[7]
[C:1]([c:2]1[cH:3][c:4]([C:5]([N:6]2[CH2:7][CH2:8][N:9]([c:10]3[cH:11][cH:12][c:13]([C:14]([CH3:15])=[O:16])[cH:17][c:18]3[F:19])[CH2:20][CH2:21]2)=[O:22])[c:23]([N:24]2[CH2:25][CH2:26][O:27][CH2:28][CH2:29]2)[cH:30][cH:31]1)(=[O:32])[OH:34]	1	[9]
[NH3:33]	1	[9]
[O:1]([C:2](=[O:3])[CH:4]([CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][C@@H:14]1[CH2:15][c:16]2[cH:17][c:18]([OH:19])[cH:20][cH:21][c:22]2[C@H:23]2[CH2:24][CH2:25][C@:26]3([CH3:27])[C@@H:28]([OH:29])[CH2:30][CH2:31][C@H:32]3[C@H:33]12)[CH2:34][CH2:35][CH2:36][C:37]([F:38])([F:39])[C:40]([F:41])([F:42])[F:43])[CH2:45][CH3:44]	1	[6]
[C:1]([c:2]1[cH:3][c:4]([O:5][CH3:6])[c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[cH:13]1)(=[O:14])[Cl:19]	1	[1]
[O:1]([C:2](=[O:3])[C:4]([CH3:5])([CH3:6])[O:7][c:8]1[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[C:14](=[CH:15][CH2:16][CH2:17][N:18]1[CH2:19][CH2:20][C:21]([OH:22])([c:23]3[cH:24][cH:25][c:26]([Cl:27])[cH:28][cH:29]3)[C:30]([CH3:31])([CH3:32])[CH2:33]1)[c:34]1[cH:35][cH:36][cH:37][n:38][c:39]1[CH2:40][O:41]2)[CH2:43][CH3:42]	1	[6]
[C:1](#[C:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([CH2:8][C:9]([O:10][CH3:11])=[O:12])[cH:13][cH:14]1)[Cl:18]	1	[9]
[CH2:1]([CH2:2][N:3]1[C:4]([NH2:5])=[N:6][CH2:7][CH:8]1[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[Cl:15])[Cl:16]	1	[1]
[NH:1]([CH2:2][CH2:3][NH:4][S:5]([c:6]1[cH:7][cH:8][c:9](-[c:10]2[cH:11][cH:12][c:13]([O:14][CH2:15][CH:16]3[CH2:17][CH2:18][N:19]([c:20]4[o:21][n:22][c:23]([CH:24]([CH3:25])[CH3:26])[n:27]4)[CH2:28][CH2:29]3)[cH:30][cH:31]2)[cH:32][cH:33]1)(=[O:34])=[O:35])[C:41]([O:40][C:37]([CH3:36])([CH3:38])[CH3:39])=[O:42]	1	[6]
[C:1]([CH2:2][CH:3]1[O:4][CH:5]([c:6]2[cH:7][cH:8][cH:9][c:10]([O:11][CH3:12])[c:13]2[O:14][CH3:15])[c:16]2[c:17]([cH:18][cH:19][c:20]([Cl:21])[cH:22]2)-[n:23]2[c:24]1[n:25][n:26][c:27]2[CH2:28][OH:29])(=[O:30])[OH:37]	1	[2]
[CH2:10]=[CH:11][CH2:12][NH:13][CH2:14][CH:15]([CH3:16])[CH2:17][CH:18]=[CH2:19]	1	[2]
[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][cH:7][cH:8][n:9]1)[Cl:20]	1	[2]
[C:1]([C@H:2]([CH2:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][CH:10]=[CH2:11])[cH:12][cH:13]1)[NH:14][C:15](=[O:16])[O:17][C:18]([CH3:19])([CH3:20])[CH3:21])([NH2:22])=[O:23]	1	[9]
[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([N:7]2[CH2:8][CH2:9][O:10][CH2:11][CH2:12]2)[n:13][cH:14]1)[OH:39]	1	[2]
[NH2:15][CH2:16][c:17]1[c:18](-[c:19]2[n:20][cH:21][cH:22][o:23]2)[n:24](-[c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[c:31]2[n:32][cH:33][cH:34][cH:35][c:36]2[c:37]1=[O:38]	1	[2]
[NH2:12][c:13]1[cH:14][cH:15][cH:16][c:17]([CH:18]2[O:19][CH2:20][CH2:21][CH2:22][O:23]2)[cH:24]1	1	[1]
[c:1]1([Cl:25])[n:2][cH:3][c:4]([Cl:5])[c:6]([NH:7][CH:8]2[CH2:9][CH2:10]2)[n:11]1	1	[1]
[c:12]1([B:21]([OH:20])[OH:22])[cH:13][cH:14][c:15]([Cl:16])[cH:17][cH:18]1	1	[3]
[c:1]1([Br:19])[cH:2][c:3]([C:4]([O:5][CH3:6])=[O:7])[c:8]([NH2:9])[cH:10][cH:11]1	1	[3]
[cH:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[NH:10][NH:11][c:12]1[n:13][n:14][cH:15][n:16]1-2	1	[1]
[CH:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1)([CH2:10][CH2:11][N:12]1[CH2:13][CH2:14][CH:15]([c:16]2[cH:17][cH:18][cH:19][c:20]([NH:21][C:22](=[O:23])[CH:24]([CH3:25])[CH3:26])[cH:27]2)[CH2:28][CH2:29]1)[OH:38]	1	[1]
[OH:30][c:31]1[cH:32][cH:33][c:34]([F:35])[cH:36][cH:37]1	1	[1]
[CH3:1][O:2][C:3](=[O:4])[CH2:5][O:6][c:7]1[cH:8][c:9]([CH3:10])[cH:11][cH:12][c:13]1[CH:14]=[O:15]	1	[7]
[CH3:3][CH2:4][CH:5]([NH2:6])[CH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[c:13]([O:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:22]1	1	[2]
[N+:1]([c:2]1[c:3]([O:4][CH3:5])[n:6][c:7]([N:8]2[CH2:9][CH2:10][CH2:11][N:12]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:20][CH2:21]2)[n:22][c:23]1[O:24][CH3:25])(=[O:26])[O-:27]	1	[7]
[N:1]1([CH2:2][CH2:3][CH2:4][CH2:5][C:6]([C:7]([O:8][CH2:9][CH3:10])=[O:11])([CH3:12])[CH3:13])[C:15](=[O:14])[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]2[C:22]1=[O:23]	1	[6]
[CH3:4][O:5][c:6]1[cH:7][c:8]2[c:9]([cH:10][c:11]1[O:12][CH3:13])[CH2:14][C:15](=[O:16])[NH:17][CH:18]=[CH:19]2	1	[1]
[CH2:1]([CH2:2][O:3][CH3:4])[Br:23]	1	[1]
[CH3:5][S:6](=[O:7])(=[O:8])[O:9][c:10]1[cH:11][cH:12][cH:13][c:14]([CH:15]2[CH2:16][CH2:17][NH:18][CH2:19][CH2:20]2)[c:21]1[F:22]	1	[1]
[N+:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([NH:7][S:8]([CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])(=[O:14])=[O:15])=[O:16])[cH:17][c:18]1[NH:19][CH2:20][c:21]1[cH:22][cH:23][c:24]([Cl:25])[cH:26][c:27]1[Cl:28])(=[O:29])[O-:30]	1	[7]
[CH3:2][CH2:3][CH2:4][C:5]([CH3:6])([O:7][CH3:8])[C:9](=[O:10])[OH:11]	1	[2]
[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][n:7]1)[Cl:31]	1	[1]
[OH:8][CH2:9][CH2:10][n:11]1[cH:12][n:13][c:14]2[c:15]([O:16][c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[n:23][c:24]3[cH:25][cH:26][cH:27][cH:28][c:29]3[c:30]12	1	[1]
[N+:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][O:8][c:9]2[cH:10][cH:11][c:12]([C:13]([CH3:14])=[O:15])[c:16]([OH:17])[cH:18]2)[cH:19]1)(=[O:20])[O-:21]	1	[7]
[CH:1]1([Mg+:17])[CH2:2][CH2:3]1	1	[3]
[O:4]=[CH:5][c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[O:12][C:13]([F:14])([F:15])[O:16]2	1	[3]
[NH2:12][c:13]1[n:14][cH:15][cH:16][s:17]1	1	[2]
[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][c:7]([Br:8])[cH:9][c:10]1[F:11])[Cl:18]	1	[2]
[c:1]1([Br:13])[c:2]([CH2:3][C@H:4]([NH2:5])[C:6](=[O:7])[OH:8])[cH:9][cH:10][cH:11][cH:12]1	1	[1]
[CH2:1]([CH2:2][CH2:3][CH:4]1[CH2:5][CH2:6][N:7]([C:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[CH2:15][CH2:16]1)[OH:29]	1	[1]
[NH2:17][S:18](=[O:19])(=[O:20])[c:21]1[cH:22][cH:23][c:24]([OH:25])[cH:26][c:27]1[F:28]	1	[1]
[CH3:14][O:15][C:16](=[O:17])[CH2:18][NH2:19]	1	[1]
[C:1]1(=[O:29])[O:2][CH:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[c:10]2[cH:11][c:12]([CH2:13][OH:14])[cH:15][cH:16][c:17]21	1	[3]
[O:18]=[C:19]1[CH2:20][c:21]2[cH:22][c:23]([F:24])[cH:25][cH:26][c:27]2[NH:28]1	1	[3]
[C:1]([c:2]1[n:3]([CH3:4])[c:5]2[c:6]([cH:7]1)[cH:8][cH:9][cH:10][cH:11]2)(=[O:12])[OH:36]	1	[2]
[CH3:13][c:14]1[cH:15][cH:16][cH:17][c:18](-[c:19]2[s:20][c:21]([CH3:22])[n:23][c:24]2[C:25](=[O:26])[N:27]2[CH2:28][C@H:29]3[CH2:30][C@H:31]3[C@H:32]2[CH2:33][NH2:34])[cH:35]1	1	[2]
[c:1]1([I:29])[cH:2][cH:3][c:4](-[c:5]2[c:6]([NH2:7])[c:8]([C:9]([O:10][CH3:11])=[O:12])[c:13]3[c:14]([n:15]2)[cH:16][cH:17][c:18]([F:19])[cH:20]3)[cH:21][cH:22]1	1	[3]
[c:23]1([B:31]([OH:30])[OH:32])[cH:24][cH:25][cH:26][n:27][cH:28]1	1	[3]
[O:11]=[N+:12]([O-:13])[c:14]1[cH:15][cH:16][c:17]([O:18][CH2:19][CH2:20][OH:21])[cH:22][c:23]1[CH2:24][S:25](=[O:26])(=[O:27])[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1	1	[2]
[S:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1)(=[O:9])(=[O:10])[Cl:34]	1	[2]
[OH:12][c:13]1[cH:14][c:15]([F:16])[cH:17][cH:18][c:19]1[Br:20]	1	[1]
[c:1]1([F:21])[cH:2][cH:3][c:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])[cH:10][cH:11]1	1	[1]
[CH3:17][O:18][c:19]1[cH:20][c:21]([C:22](=[O:23])[NH:24][CH:25]2[CH2:26][CH2:27][N:28]([CH3:29])[CH2:30][CH2:31]2)[cH:32][cH:33][c:34]1[NH2:35]	1	[1]
[c:1]1([Cl:36])[n:2][cH:3][c:4]2[c:5]([n:6]1)[N:7]([CH2:8][C:9]#[CH:10])[CH2:11][CH2:12][C:13](=[O:14])[N:15]2[CH3:16]	1	[1]
[NH2:8][c:9]1[cH:10][cH:11][c:12]([Br:13])[n:14][cH:15]1	1	[5]
[C:1](=[O:2])([CH2:3][c:4]1[cH:5][c:6]([O:7][c:8]2[cH:9][cH:10][c:11]([S:12](=[O:13])(=[O:14])[CH2:15][c:16]3[cH:17][cH:18][c:19]([F:20])[cH:21][cH:22]3)[cH:23][c:24]2[Cl:25])[cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:32]1)[OH:38]	1	[2]
[CH3:33][S:34]([NH2:35])(=[O:36])=[O:37]	1	[2]
[CH:1]([CH2:2][P:3](=[O:4])([c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)=[O:19]	1	[9]
[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH3:9])[Br:22]	1	[1]
[O:10]=[C:11]([OH:12])[c:13]1[cH:14][nH:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]12	1	[1]
[CH3:12][C:13]([CH3:14])([CH3:15])[O:16][C:17](=[O:18])[NH:19][CH:20]1[CH2:21][CH2:22][NH:23][CH2:24][CH2:25]1	1	[1]
[CH:1]([CH2:2][c:3]1[cH:4][o:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12)=[O:26]	1	[1]
[O:4]=[CH:5][c:6]1[cH:7][cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][CH2:14][N:15]2[C:16](=[O:17])[c:18]3[cH:19][cH:20][cH:21][cH:22][c:23]3[C:24]2=[O:25])[cH:26]1	1	[5]
[CH:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]([O:8][CH3:9])=[O:10])[n:11]1)([c:12]1[c:13]([CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2)[n:20][n:21]2[cH:22][c:23]([O:24][CH3:25])[cH:26][cH:27][c:28]12)[OH:29]	1	[9]
[C:1](=[O:2])([CH2:3][Br:4])[Br:32]	1	[3]
[CH3:5][CH2:6][O:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1-[c:14]1[n:15][n:16]2[c:17]([CH:18]3[CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24]3)[n:25][c:26]([CH3:27])[c:28]2[c:29](=[O:30])[nH:31]1	1	[3]
[O:1]([c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[O:8][CH2:9][C:10]([c:11]1[cH:12][cH:13][c:14]([O:15][CH3:16])[cH:17][cH:18]1)=[CH:19]2)[CH2:24][c:23]1[cH:22][cH:21][cH:20][cH:26][cH:25]1	1	[6]
[c:1]1([Br:35])[cH:2][cH:3][c:4]2[n:5][cH:6][c:7]3[n:8]([CH3:9])[c:10](=[O:11])[n:12](-[c:13]4[c:14]([CH3:15])[n:16][n:17]([CH:18]([CH3:19])[CH3:20])[cH:21]4)[c:22]3[c:23]2[cH:24]1	1	[3]
[c:25]1([B:40]2[O:39][C:37]([CH3:36])([CH3:38])[C:42]([CH3:43])([CH3:44])[O:41]2)[cH:26][c:27]([CH2:28][O:29][CH3:30])[c:31]([NH2:32])[n:33][cH:34]1	1	[3]
[C:1](=[O:2])([c:3]1[cH:4][n:5][c:6]([Cl:7])[cH:8][n:9]1)[O:11][CH3:10]	1	[7]
[C:1]1(=[O:38])[CH2:2][CH2:3][CH:4]([n:5]2[c:6]3[n:7][cH:8][n:9][c:10]([NH2:11])[c:12]3[c:13](-[c:14]3[cH:15][cH:16][c:17]([O:18][CH2:19][c:20]4[cH:21][cH:22][cH:23][cH:24][cH:25]4)[cH:26][cH:27]3)[cH:28]2)[CH2:29][CH2:30]1	1	[1]
[CH3:31][N:32]1[CH2:33][CH2:34][NH:35][CH2:36][CH2:37]1	1	[1]
[CH3:1][NH:2][CH:3]1[CH:4]=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[CH2:18][CH2:19]1	1	[7]
[O:1]([C:2]([CH:3]=[CH:4][CH:5]=[C:6]([CH:7]=[CH:8][c:9]1[cH:10][cH:11][c:12]([O:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH3:19])[cH:20][cH:21]1)[CH3:22])=[O:23])[CH3:24]	1	[6]
[CH2:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[n:9][cH:10][c:11]3[c:12]([n:13]2)-[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[CH:20]([c:21]2[cH:22][cH:23][c:24]([Cl:25])[c:26]([Cl:27])[cH:28]2)[CH2:29]3)[cH:30][cH:31]1)[O:43][S:40]([CH3:39])(=[O:41])=[O:42]	1	[1]
[CH3:10][c:11]1[o:12][n:13][c:14](-[c:15]2[cH:16][cH:17][c:18]([Br:19])[cH:20][cH:21]2)[c:22]1-[c:23]1[cH:24][nH:25][cH:26][n:27]1	1	[1]
[c:1]1([F:28])[cH:2][cH:3][c:4]([N+:5](=[O:6])[O-:7])[cH:8][cH:9]1	1	[1]
[CH3:1][CH2:2][CH2:3][CH2:4][CH:5]([OH:6])[CH:7]1[CH2:8][CH:9]=[C:10]([CH3:11])[CH2:12][CH:13]1[CH3:14]	1	[1]
[CH2:1]([CH2:2][CH2:3][c:4]1[c:5]([Cl:6])[cH:7][cH:8][cH:9][c:10]1[Cl:11])[Br:40]	1	[1]
[CH3:12][C:13]1([CH3:14])[O:15][CH2:16][c:17]2[cH:18][c:19]([C@@H:20]3[CH2:21][N:22]([CH2:23][CH2:24][c:25]4[cH:26][cH:27][cH:28][c:29]([CH2:30][OH:31])[cH:32]4)[C:33](=[O:34])[O:35]3)[cH:36][cH:37][c:38]2[O:39]1	1	[1]
[CH2:1]([c:2]1[n:3][c:4]2[cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10][n:11]2[cH:12]1)[Cl:27]	1	[1]
[Cl:13][c:14]1[cH:15][cH:16][c:17]([N:18]2[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]2)[c:24]([Cl:25])[cH:26]1	1	[1]
[C:1]([C@@H:2]([NH:3][S:4]([c:5]1[cH:6][cH:7][c:8]([CH3:9])[cH:10][cH:11]1)(=[O:12])=[O:13])[CH:14]([CH3:15])[CH3:16])(=[O:17])[OH:55]	1	[2]
[CH3:18][c:19]1[cH:20][cH:21][c:22]([S:23](=[O:24])(=[O:25])[NH:26][C@H:27]([C:28](=[O:29])[NH:30][CH:31]([CH2:32][c:33]2[cH:34][cH:35][cH:36][cH:37][cH:38]2)[CH:39]([OH:40])[CH:41]([NH2:42])[CH2:43][c:44]2[cH:45][cH:46][cH:47][cH:48][cH:49]2)[CH:50]([CH3:51])[CH3:52])[cH:53][cH:54]1	1	[2]
[C:1](=[O:2])([CH:3]=[CH:4][c:5]1[cH:6][n:7][c:8]2[c:9]([cH:10]1)[c:11]([OH:12])[cH:13][c:14](=[O:15])[nH:16]2)[OH:32]	1	[2]
[CH3:17][CH2:18][CH2:19][O:20][c:21]1[c:22]([CH2:23][NH:24][CH3:25])[cH:26][cH:27][cH:28][c:29]1[O:30][CH3:31]	1	[2]
[OH:1][CH:2]1[CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[CH2:10]1	1	[1]
[C:1]([c:2]1[cH:3][c:4]([O:5][CH2:6][C:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])[c:14]([Cl:15])[cH:16][cH:17]1)(=[O:18])[OH:40]	1	[2]
[CH3:19][c:20]1[c:21]([O:22][CH:23]2[CH2:24][CH2:25][N:26]([CH2:27][C@H:28]([OH:29])[CH2:30][NH2:31])[CH2:32][CH2:33]2)[cH:34][cH:35][c:36]([Cl:37])[c:38]1[Cl:39]	1	[2]
[NH2:11][CH2:12][CH2:13][P:14](=[O:15])([OH:16])[OH:17]	1	[2]
[CH2:1]([CH3:2])[I:15]	1	[1]
[CH3:3][C:4]([CH3:5])([CH3:6])[c:7]1[cH:8][cH:9][c:10]([I:11])[c:12]([OH:13])[cH:14]1	1	[1]
[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6](=[O:7])[c:8]1[cH:9][s:10][c:11]([NH2:12])[n:13]1	1	[2]
[O:14]=[C:15]=[N:16][c:17]1[cH:18][cH:19][c:20]([Cl:21])[c:22]([Cl:23])[cH:24]1	1	[2]
[c:1]1([Br:41])[cH:2][cH:3][c:4]2[c:5]([O:6][c:7]3[cH:8][cH:9][c:10]([NH:11][c:12]4[n:13][n:14][c:15](-[c:16]5[cH:17][cH:18][cH:19][cH:20][cH:21]5)[c:22]5[cH:23][cH:24][cH:25][cH:26][c:27]45)[cH:28][cH:29]3)[cH:30][cH:31][n:32][c:33]2[cH:34]1	1	[1]
[O:1]([c:2]1[cH:3][cH:4][c:5]([N:6]([c:7]2[cH:8][c:9]3[c:10]([c:11]([C:12]([CH3:13])([CH3:14])[CH3:15])[c:16]2[CH3:17])[O:18][CH2:19][C:20]3([CH3:21])[CH3:22])[CH:23]([CH3:24])[CH3:25])[cH:26][cH:27]1)[CH3:28]	1	[6]
[CH2:1]([CH2:2][CH2:3][N:4]1[C:5](=[O:6])[CH2:7][CH2:8][CH2:9]1)[Cl:23]	1	[1]
[Cl:10][c:11]1[cH:12][cH:13][cH:14][c:15]([N:16]2[CH2:17][CH2:18][NH:19][CH2:20][CH2:21]2)[cH:22]1	1	[1]
[NH2:7][c:8]1[n:9][cH:10][c:11]2[cH:12][c:13](-[c:14]3[c:15]([Cl:16])[cH:17][cH:18][cH:19][c:20]3[Cl:21])[c:22]([NH2:23])[n:24][c:25]2[n:26]1	1	[2]
[N+:1]([c:2]1[cH:3][c:4]2[cH:5][c:6]([CH3:7])[n:8]([CH2:9][CH2:10][N:11]3[CH2:12][CH2:13][CH2:14][CH2:15]3)[c:16]2[cH:17][cH:18]1)(=[O:19])[O-:20]	1	[7]
[CH2:1]([c:2]1[cH:3][c:4]2[cH:5][c:6](-[c:7]3[s:8][cH:9][c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[n:15]3)[o:16][c:17]2[cH:18][cH:19]1)[Cl:30]	1	[1]
[O:20]=[C:21]([OH:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][c:28]1[SH:29]	1	[1]
[N:1]1([C:19]([O:18][C:15]([CH3:14])([CH3:16])[CH3:17])=[O:20])[CH2:2][CH2:3][CH:4]([c:5]2[s:6][cH:7][c:8]([CH:9]=[CH2:10])[n:11]2)[CH2:12][CH2:13]1	1	[6]
[N:1]([C:2]([c:3]1[cH:4][cH:5][c:6](-[c:7]2[n:8][c:9]3[cH:10][cH:11][n:12][c:13]([O:14][CH3:15])[c:16]3[cH:17][c:18]2-[c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:25][cH:26]1)([CH3:27])[CH3:28])=[N+:30]=[N-:29]	1	[9]
[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1)[OH:26]	1	[2]
[CH3:7][N:8]([CH3:9])[CH2:10][CH2:11][c:12]1[cH:13][nH:14][c:15]2[cH:16][cH:17][c:18]([NH2:19])[cH:20][c:21]12	1	[1]
[c:1]1([Cl:22])[n:2][cH:3][cH:4][cH:5][n:6]1	1	[1]
[C:3]([c:4]1[c:5]([NH2:6])[cH:7][c:8]2[c:9]([cH:10]1)[O:11][CH2:12][O:13]2)(=[O:14])[OH:16]	1	[4]
[CH:1]([NH2:2])=[O:15]	1	[4]
[CH3:5][O:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([F:13])[c:14]([NH2:15])[cH:16]1	1	[2]
[c:1]1([F:30])[c:2]([C:3]([C:4]([N:5]2[C@H:6]([CH3:7])[CH2:8][N:9]([C:10](=[O:11])[c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[CH2:18][CH2:19]2)=[O:20])=[O:21])[cH:22][cH:23][c:24]([Br:25])[cH:26]1	1	[1]
[CH3:2][NH:3][c:4]1[c:5]([NH2:6])[cH:7][n:8][c:9]2[cH:10][cH:11][c:12]([Cl:13])[cH:14][c:15]12	1	[4]
[CH:1](=[O:16])[OH:17]	1	[4]
